pairId,type,threshold,chunkIndex,section,rawSimilarity,boostedSimilarity,kept,status,boostKeywords,goldRelevant
P3,positive,0.650000,0,教育,0.862052,0.967052,true,kept,推荐算法工程师|北辰信息流|北京,true
P3,positive,0.650000,1,项目,0.779478,0.884478,true,kept,CTR|PyTorch|AUC,true
P3,positive,0.700000,0,教育,0.862052,0.967052,true,kept,推荐算法工程师|北辰信息流|北京,true
P3,positive,0.700000,1,项目,0.779478,0.884478,true,kept,CTR|PyTorch|AUC,true
P3,positive,0.720000,0,教育,0.862052,0.967052,true,kept,推荐算法工程师|北辰信息流|北京,true
P3,positive,0.720000,1,项目,0.779478,0.884478,true,kept,CTR|PyTorch|AUC,true
P3,positive,0.750000,0,教育,0.862052,0.967052,true,kept,推荐算法工程师|北辰信息流|北京,true
P3,positive,0.750000,1,项目,0.779478,0.884478,true,kept,CTR|PyTorch|AUC,true
P3,positive,0.800000,0,教育,0.862052,0.967052,true,kept,推荐算法工程师|北辰信息流|北京,true
P3,positive,0.800000,1,项目,0.779478,0.884478,false,below-threshold,CTR|PyTorch|AUC,true
P4,positive,0.350000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.350000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.400000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.400000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.450000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.450000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.500000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.500000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.550000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.550000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.600000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.600000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.650000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.650000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.700000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.700000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.720000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.720000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.750000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.750000,1,自我评价,0.776695,0.881695,true,kept,SQL|Tableau|Excel,true
P4,positive,0.800000,0,教育,0.811441,0.916441,true,kept,数据分析师|会员与促销|橙湾零售,true
P4,positive,0.800000,1,自我评价,0.776695,0.881695,false,below-threshold,SQL|Tableau|Excel,true
P5,positive,0.350000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.350000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.400000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.400000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.450000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.450000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.500000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.500000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.550000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.550000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.600000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.600000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.650000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.650000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.700000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.700000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.720000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.720000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.750000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.750000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P5,positive,0.800000,0,教育,0.895986,0.999000,true,kept,成都|心力衰竭|3.,true
P5,positive,0.800000,1,自我评价,0.840782,0.875782,true,kept,6.,false
P6,positive,0.350000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.350000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.400000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.400000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.450000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.450000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.500000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.500000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.550000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.550000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.600000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.600000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.650000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.650000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.700000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.700000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.720000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.720000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.750000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.750000,1,项目,0.804232,0.839232,true,kept,U8,true
P6,positive,0.800000,0,教育,0.868447,0.973447,true,kept,总账会计|南京|U8,true
P6,positive,0.800000,1,项目,0.804232,0.839232,true,kept,U8,true
N1,negative,0.350000,0,教育,0.561600,0.666600,true,kept,1.|2.|3.,false
N1,negative,0.350000,1,项目,0.583627,0.618627,true,kept,2.,false
N1,negative,0.400000,0,教育,0.561600,0.666600,true,kept,1.|2.|3.,false
N1,negative,0.400000,1,项目,0.583627,0.618627,true,kept,2.,false
N1,negative,0.450000,0,教育,0.561600,0.666600,true,kept,1.|2.|3.,false
N1,negative,0.450000,1,项目,0.583627,0.618627,true,kept,2.,false
N1,negative,0.500000,0,教育,0.561600,0.666600,true,kept,1.|2.|3.,false
N1,negative,0.500000,1,项目,0.583627,0.618627,true,kept,2.,false
N1,negative,0.550000,0,教育,0.561600,0.666600,true,kept,1.|2.|3.,false
N1,negative,0.550000,1,项目,0.583627,0.618627,true,kept,2.,false
N1,negative,0.600000,0,教育,0.561600,0.666600,false,below-threshold,1.|2.|3.,false
N1,negative,0.600000,1,项目,0.583627,0.618627,false,below-threshold,2.,false
N1,negative,0.650000,0,教育,0.561600,0.666600,false,below-threshold,1.|2.|3.,false
N1,negative,0.650000,1,项目,0.583627,0.618627,false,below-threshold,2.,false
N1,negative,0.700000,0,教育,0.561600,0.666600,false,below-threshold,1.|2.|3.,false
N1,negative,0.700000,1,项目,0.583627,0.618627,false,below-threshold,2.,false
N1,negative,0.720000,0,教育,0.561600,0.666600,false,below-threshold,1.|2.|3.,false
N1,negative,0.720000,1,项目,0.583627,0.618627,false,below-threshold,2.,false
N1,negative,0.750000,0,教育,0.561600,0.666600,false,below-threshold,1.|2.|3.,false
N1,negative,0.750000,1,项目,0.583627,0.618627,false,below-threshold,2.,false
N1,negative,0.800000,0,教育,0.561600,0.666600,false,below-threshold,1.|2.|3.,false
N1,negative,0.800000,1,项目,0.583627,0.618627,false,below-threshold,2.,false
N2,negative,0.350000,0,教育,0.582510,0.687510,true,kept,1.|2.|3.,false
N2,negative,0.350000,1,项目,0.646012,0.681012,true,kept,2.,false
N2,negative,0.400000,0,教育,0.582510,0.687510,true,kept,1.|2.|3.,false
N2,negative,0.400000,1,项目,0.646012,0.681012,true,kept,2.,false
N2,negative,0.450000,0,教育,0.582510,0.687510,true,kept,1.|2.|3.,false
N2,negative,0.450000,1,项目,0.646012,0.681012,true,kept,2.,false
N2,negative,0.500000,0,教育,0.582510,0.687510,true,kept,1.|2.|3.,false
N2,negative,0.500000,1,项目,0.646012,0.681012,true,kept,2.,false
N2,negative,0.550000,0,教育,0.582510,0.687510,true,kept,1.|2.|3.,false
N2,negative,0.550000,1,项目,0.646012,0.681012,true,kept,2.,false
N2,negative,0.600000,0,教育,0.582510,0.687510,false,below-threshold,1.|2.|3.,false
N2,negative,0.600000,1,项目,0.646012,0.681012,true,kept,2.,false
N2,negative,0.650000,0,教育,0.582510,0.687510,false,below-threshold,1.|2.|3.,false
N2,negative,0.650000,1,项目,0.646012,0.681012,false,below-threshold,2.,false
N2,negative,0.700000,0,教育,0.582510,0.687510,false,below-threshold,1.|2.|3.,false
N2,negative,0.700000,1,项目,0.646012,0.681012,false,below-threshold,2.,false
N2,negative,0.720000,0,教育,0.582510,0.687510,false,below-threshold,1.|2.|3.,false
N2,negative,0.720000,1,项目,0.646012,0.681012,false,below-threshold,2.,false
N2,negative,0.750000,0,教育,0.582510,0.687510,false,below-threshold,1.|2.|3.,false
N2,negative,0.750000,1,项目,0.646012,0.681012,false,below-threshold,2.,false
N2,negative,0.800000,0,教育,0.582510,0.687510,false,below-threshold,1.|2.|3.,false
N2,negative,0.800000,1,项目,0.646012,0.681012,false,below-threshold,2.,false
N3,negative,0.350000,0,教育,0.521350,0.626350,true,kept,1.|2.|4.,false
N3,negative,0.350000,1,项目,0.534307,0.604307,true,kept,2.|4.,false
N3,negative,0.400000,0,教育,0.521350,0.626350,true,kept,1.|2.|4.,false
N3,negative,0.400000,1,项目,0.534307,0.604307,true,kept,2.|4.,false
N3,negative,0.450000,0,教育,0.521350,0.626350,true,kept,1.|2.|4.,false
N3,negative,0.450000,1,项目,0.534307,0.604307,true,kept,2.|4.,false
N3,negative,0.500000,0,教育,0.521350,0.626350,true,kept,1.|2.|4.,false
N3,negative,0.500000,1,项目,0.534307,0.604307,true,kept,2.|4.,false
N3,negative,0.550000,0,教育,0.521350,0.626350,false,below-threshold,1.|2.|4.,false
N3,negative,0.550000,1,项目,0.534307,0.604307,false,below-threshold,2.|4.,false
N3,negative,0.600000,0,教育,0.521350,0.626350,false,below-threshold,1.|2.|4.,false
N3,negative,0.600000,1,项目,0.534307,0.604307,false,below-threshold,2.|4.,false
N3,negative,0.650000,0,教育,0.521350,0.626350,false,below-threshold,1.|2.|4.,false
N3,negative,0.650000,1,项目,0.534307,0.604307,false,below-threshold,2.|4.,false
N3,negative,0.700000,0,教育,0.521350,0.626350,false,below-threshold,1.|2.|4.,false
N3,negative,0.700000,1,项目,0.534307,0.604307,false,below-threshold,2.|4.,false
N3,negative,0.720000,0,教育,0.521350,0.626350,false,below-threshold,1.|2.|4.,false
N3,negative,0.720000,1,项目,0.534307,0.604307,false,below-threshold,2.|4.,false
N3,negative,0.750000,0,教育,0.521350,0.626350,false,below-threshold,1.|2.|4.,false
N3,negative,0.750000,1,项目,0.534307,0.604307,false,below-threshold,2.|4.,false
N3,negative,0.800000,0,教育,0.521350,0.626350,false,below-threshold,1.|2.|4.,false
N3,negative,0.800000,1,项目,0.534307,0.604307,false,below-threshold,2.|4.,false
N4,negative,0.350000,0,教育,0.617093,0.617093,true,kept,,false
N4,negative,0.350000,1,自我评价,0.594818,0.594818,true,kept,,false
N4,negative,0.400000,0,教育,0.617093,0.617093,true,kept,,false
N4,negative,0.400000,1,自我评价,0.594818,0.594818,true,kept,,false
N4,negative,0.450000,0,教育,0.617093,0.617093,true,kept,,false
N4,negative,0.450000,1,自我评价,0.594818,0.594818,true,kept,,false
N4,negative,0.500000,0,教育,0.617093,0.617093,true,kept,,false
N4,negative,0.500000,1,自我评价,0.594818,0.594818,true,kept,,false
N4,negative,0.550000,0,教育,0.617093,0.617093,true,kept,,false
N4,negative,0.550000,1,自我评价,0.594818,0.594818,true,kept,,false
N4,negative,0.600000,0,教育,0.617093,0.617093,true,kept,,false
N4,negative,0.600000,1,自我评价,0.594818,0.594818,false,below-threshold,,false
N4,negative,0.650000,0,教育,0.617093,0.617093,false,below-threshold,,false
N4,negative,0.650000,1,自我评价,0.594818,0.594818,false,below-threshold,,false
N4,negative,0.700000,0,教育,0.617093,0.617093,false,below-threshold,,false
N4,negative,0.700000,1,自我评价,0.594818,0.594818,false,below-threshold,,false
N4,negative,0.720000,0,教育,0.617093,0.617093,false,below-threshold,,false
N4,negative,0.720000,1,自我评价,0.594818,0.594818,false,below-threshold,,false
N4,negative,0.750000,0,教育,0.617093,0.617093,false,below-threshold,,false
N4,negative,0.750000,1,自我评价,0.594818,0.594818,false,below-threshold,,false
N4,negative,0.800000,0,教育,0.617093,0.617093,false,below-threshold,,false
N4,negative,0.800000,1,自我评价,0.594818,0.594818,false,below-threshold,,false
N5,negative,0.350000,0,教育,0.521369,0.591369,true,kept,2.|熟练使用,false
N5,negative,0.350000,1,项目,0.554852,0.554852,true,kept,,false
N5,negative,0.400000,0,教育,0.521369,0.591369,true,kept,2.|熟练使用,false
N5,negative,0.400000,1,项目,0.554852,0.554852,true,kept,,false
N5,negative,0.450000,0,教育,0.521369,0.591369,true,kept,2.|熟练使用,false
N5,negative,0.450000,1,项目,0.554852,0.554852,true,kept,,false
N5,negative,0.500000,0,教育,0.521369,0.591369,true,kept,2.|熟练使用,false
N5,negative,0.500000,1,项目,0.554852,0.554852,true,kept,,false
N5,negative,0.550000,0,教育,0.521369,0.591369,false,below-threshold,2.|熟练使用,false
N5,negative,0.550000,1,项目,0.554852,0.554852,true,kept,,false
N5,negative,0.600000,0,教育,0.521369,0.591369,false,below-threshold,2.|熟练使用,false
N5,negative,0.600000,1,项目,0.554852,0.554852,false,below-threshold,,false
N5,negative,0.650000,0,教育,0.521369,0.591369,false,below-threshold,2.|熟练使用,false
N5,negative,0.650000,1,项目,0.554852,0.554852,false,below-threshold,,false
N5,negative,0.700000,0,教育,0.521369,0.591369,false,below-threshold,2.|熟练使用,false
N5,negative,0.700000,1,项目,0.554852,0.554852,false,below-threshold,,false
N5,negative,0.720000,0,教育,0.521369,0.591369,false,below-threshold,2.|熟练使用,false
N5,negative,0.720000,1,项目,0.554852,0.554852,false,below-threshold,,false
N5,negative,0.750000,0,教育,0.521369,0.591369,false,below-threshold,2.|熟练使用,false
N5,negative,0.750000,1,项目,0.554852,0.554852,false,below-threshold,,false
N5,negative,0.800000,0,教育,0.521369,0.591369,false,below-threshold,2.|熟练使用,false
N5,negative,0.800000,1,项目,0.554852,0.554852,false,below-threshold,,false
N6,negative,0.350000,1,项目,0.557218,0.627218,true,kept,2.|3.,false
N6,negative,0.350000,0,教育,0.503793,0.573793,true,kept,1.|4.,false
N6,negative,0.400000,1,项目,0.557218,0.627218,true,kept,2.|3.,false
N6,negative,0.400000,0,教育,0.503793,0.573793,true,kept,1.|4.,false
N6,negative,0.450000,1,项目,0.557218,0.627218,true,kept,2.|3.,false
N6,negative,0.450000,0,教育,0.503793,0.573793,true,kept,1.|4.,false
N6,negative,0.500000,1,项目,0.557218,0.627218,true,kept,2.|3.,false
N6,negative,0.500000,0,教育,0.503793,0.573793,true,kept,1.|4.,false
N6,negative,0.550000,1,项目,0.557218,0.627218,true,kept,2.|3.,false
N6,negative,0.550000,0,教育,0.503793,0.573793,false,below-threshold,1.|4.,false
N6,negative,0.600000,1,项目,0.557218,0.627218,false,below-threshold,2.|3.,false
N6,negative,0.600000,0,教育,0.503793,0.573793,false,below-threshold,1.|4.,false
N6,negative,0.650000,1,项目,0.557218,0.627218,false,below-threshold,2.|3.,false
N6,negative,0.650000,0,教育,0.503793,0.573793,false,below-threshold,1.|4.,false
N6,negative,0.700000,1,项目,0.557218,0.627218,false,below-threshold,2.|3.,false
N6,negative,0.700000,0,教育,0.503793,0.573793,false,below-threshold,1.|4.,false
N6,negative,0.720000,1,项目,0.557218,0.627218,false,below-threshold,2.|3.,false
N6,negative,0.720000,0,教育,0.503793,0.573793,false,below-threshold,1.|4.,false
N6,negative,0.750000,1,项目,0.557218,0.627218,false,below-threshold,2.|3.,false
N6,negative,0.750000,0,教育,0.503793,0.573793,false,below-threshold,1.|4.,false
N6,negative,0.800000,1,项目,0.557218,0.627218,false,below-threshold,2.|3.,false
N6,negative,0.800000,0,教育,0.503793,0.573793,false,below-threshold,1.|4.,false
H1,hard_negative,0.350000,0,教育,0.690011,0.795011,true,kept,1.|2.|3.,false
H1,hard_negative,0.350000,1,项目,0.625047,0.660047,true,kept,2.,false
H1,hard_negative,0.400000,0,教育,0.690011,0.795011,true,kept,1.|2.|3.,false
H1,hard_negative,0.400000,1,项目,0.625047,0.660047,true,kept,2.,false
H1,hard_negative,0.450000,0,教育,0.690011,0.795011,true,kept,1.|2.|3.,false
H1,hard_negative,0.450000,1,项目,0.625047,0.660047,true,kept,2.,false
H1,hard_negative,0.500000,0,教育,0.690011,0.795011,true,kept,1.|2.|3.,false
H1,hard_negative,0.500000,1,项目,0.625047,0.660047,true,kept,2.,false
H1,hard_negative,0.550000,0,教育,0.690011,0.795011,true,kept,1.|2.|3.,false
H1,hard_negative,0.550000,1,项目,0.625047,0.660047,true,kept,2.,false
H1,hard_negative,0.600000,0,教育,0.690011,0.795011,true,kept,1.|2.|3.,false
H1,hard_negative,0.600000,1,项目,0.625047,0.660047,true,kept,2.,false
H1,hard_negative,0.650000,0,教育,0.690011,0.795011,true,kept,1.|2.|3.,false
H1,hard_negative,0.650000,1,项目,0.625047,0.660047,false,below-threshold,2.,false
H1,hard_negative,0.700000,0,教育,0.690011,0.795011,false,below-threshold,1.|2.|3.,false
H1,hard_negative,0.700000,1,项目,0.625047,0.660047,false,below-threshold,2.,false
H1,hard_negative,0.720000,0,教育,0.690011,0.795011,false,below-threshold,1.|2.|3.,false
H1,hard_negative,0.720000,1,项目,0.625047,0.660047,false,below-threshold,2.,false
H1,hard_negative,0.750000,0,教育,0.690011,0.795011,false,below-threshold,1.|2.|3.,false
H1,hard_negative,0.750000,1,项目,0.625047,0.660047,false,below-threshold,2.,false
H1,hard_negative,0.800000,0,教育,0.690011,0.795011,false,below-threshold,1.|2.|3.,false
H1,hard_negative,0.800000,1,项目,0.625047,0.660047,false,below-threshold,2.,false
H2,hard_negative,0.350000,0,教育,0.674584,0.779584,true,kept,Java|1.|2.,false
H2,hard_negative,0.350000,1,项目,0.648980,0.718980,true,kept,REST|2.,false
H2,hard_negative,0.400000,0,教育,0.674584,0.779584,true,kept,Java|1.|2.,false
H2,hard_negative,0.400000,1,项目,0.648980,0.718980,true,kept,REST|2.,false
H2,hard_negative,0.450000,0,教育,0.674584,0.779584,true,kept,Java|1.|2.,false
H2,hard_negative,0.450000,1,项目,0.648980,0.718980,true,kept,REST|2.,false
H2,hard_negative,0.500000,0,教育,0.674584,0.779584,true,kept,Java|1.|2.,false
H2,hard_negative,0.500000,1,项目,0.648980,0.718980,true,kept,REST|2.,false
H2,hard_negative,0.550000,0,教育,0.674584,0.779584,true,kept,Java|1.|2.,false
H2,hard_negative,0.550000,1,项目,0.648980,0.718980,true,kept,REST|2.,false
H2,hard_negative,0.600000,0,教育,0.674584,0.779584,true,kept,Java|1.|2.,false
H2,hard_negative,0.600000,1,项目,0.648980,0.718980,true,kept,REST|2.,false
H2,hard_negative,0.650000,0,教育,0.674584,0.779584,true,kept,Java|1.|2.,false
H2,hard_negative,0.650000,1,项目,0.648980,0.718980,false,below-threshold,REST|2.,false
H2,hard_negative,0.700000,0,教育,0.674584,0.779584,false,below-threshold,Java|1.|2.,false
H2,hard_negative,0.700000,1,项目,0.648980,0.718980,false,below-threshold,REST|2.,false
H2,hard_negative,0.720000,0,教育,0.674584,0.779584,false,below-threshold,Java|1.|2.,false
H2,hard_negative,0.720000,1,项目,0.648980,0.718980,false,below-threshold,REST|2.,false
H2,hard_negative,0.750000,0,教育,0.674584,0.779584,false,below-threshold,Java|1.|2.,false
H2,hard_negative,0.750000,1,项目,0.648980,0.718980,false,below-threshold,REST|2.,false
H2,hard_negative,0.800000,0,教育,0.674584,0.779584,false,below-threshold,Java|1.|2.,false
H2,hard_negative,0.800000,1,项目,0.648980,0.718980,false,below-threshold,REST|2.,false
H3,hard_negative,0.350000,1,项目,0.652813,0.757813,true,kept,Python|2.|3.,false
H3,hard_negative,0.350000,0,教育,0.629322,0.734322,true,kept,Python|A/B|1.,false
H3,hard_negative,0.400000,1,项目,0.652813,0.757813,true,kept,Python|2.|3.,false
H3,hard_negative,0.400000,0,教育,0.629322,0.734322,true,kept,Python|A/B|1.,false
H3,hard_negative,0.450000,1,项目,0.652813,0.757813,true,kept,Python|2.|3.,false
H3,hard_negative,0.450000,0,教育,0.629322,0.734322,true,kept,Python|A/B|1.,false
H3,hard_negative,0.500000,1,项目,0.652813,0.757813,true,kept,Python|2.|3.,false
H3,hard_negative,0.500000,0,教育,0.629322,0.734322,true,kept,Python|A/B|1.,false
H3,hard_negative,0.550000,1,项目,0.652813,0.757813,true,kept,Python|2.|3.,false
H3,hard_negative,0.550000,0,教育,0.629322,0.734322,true,kept,Python|A/B|1.,false
H3,hard_negative,0.600000,1,项目,0.652813,0.757813,true,kept,Python|2.|3.,false
H3,hard_negative,0.600000,0,教育,0.629322,0.734322,true,kept,Python|A/B|1.,false
H3,hard_negative,0.650000,1,项目,0.652813,0.757813,true,kept,Python|2.|3.,false
